user_id,age,english_level,daily_minutes,sessions_per_week,avg_session_duration,streak_days,time_since_last_login,quiz_attempts,quiz_avg_score,videos_watched_pct,practice_items_completed,writing_submissions,story_quiz_attempts,certification_earned,course_category,course_difficulty,instructor_rating,device_type,subscription_type,parent_involvement_score,dropped_out,best_course_category
3162,12,B1,13.4,2.0,44.6,4,10,8,59.4,49.0,18,0,2,0,Listening,4,4.36,mobile,free,1,1,Writing
2273,7,B2,36.1,6.8,37.1,11,2,14,92.4,88.1,35,6,9,0,Speaking,2,3.47,desktop,free,9,0,Grammar
2258,10,A1,16.3,1.0,54.4,3,8,11,65.2,59.9,17,4,1,0,Listening,3,4.3,mobile,premium,0,0,Speaking
8618,12,A2,18.3,4.4,29.1,2,5,5,51.8,55.7,9,2,4,0,Grammar,1,3.93,mobile,premium,4,1,Writing
4084,11,B2,17.6,4.9,25.3,4,3,9,66.2,70.3,23,3,7,1,Reading,2,3.99,MOBILE,free,7,0,Reading
753,5,B1,5.9,3.6,11.3,6,8,10,67.7,58.1,11,2,2,0,Speaking,5,4.9,desktop,premium,3,1,Grammar
5280,6,A1,11.1,3.2,24.5,2,7,4,62.3,41.6,7,0,5,0,Speaking,3,3.27,tablet,family,5,1,Speaking
7338,8,B1,4.3,1.3,14.4,0,11,8,51.4,22.8,0,0,1,0,Listening,4,4.03,mobile,free,0,1,Listening
7093,8,A2,0.0,0.6,2.0,0,14,0,27.9,16.0,0,0,0,0,Reading,3,4.39,mobile,free,0,1,Reading
6758,8,A1,25.1,4.6,38.3,9,4,8,58.6,55.8,24,7,8,0,Speaking,5,3.42,tablet,free,2,1,Speaking
70,8,A1,7.9,2.0,26.3,5,7,8,62.7,80.3,10,3,4,0,Speaking,3,4.15,desktop,premium,4,0,Speaking
7919,5,A1,10.0,0.9,33.5,0,9,6,26.4,19.2,10,3,3,0,Listening,3,3.15,mobile,family,0,1,Speaking
2421,7,A1,14.4,3.9,26.1,6,6,17,64.3,56.3,17,4,6,0,Writing,1,4.05,tablet,free,7,0,Grammar
7461,9,A1,28.7,6.4,31.4,7,5,19,89.9,76.2,19,6,8,0,Grammar,5,3.57,mobile,family,5,0,Grammar
6708,7,A1,2.4,1.9,8.0,1,12,1,40.4,30.2,0,0,4,0,Writing,3,3.35,mobile,premium,1,1,Speaking
8647,10,A1,11.0,2.8,27.9,2,6,11,48.6,61.3,17,0,5,1,GRAMMAR,4,5.0,tablet,free,2,0,Grammar
8143,8,A2,11.2,3.8,20.9,6,7,14,55.9,58.0,13,3,4,0,Listening,2,3.92,desktop,premium,10,0,Speaking
8755,10,B1,7.4,2.6,20.1,3,9,3,56.1,44.0,3,2,0,0,Reading,3,3.61,mobile,family,6,0,Writing
8425,5,A1,7.4,0.8,24.5,0,14,2,52.7,37.4,6,3,2,0,READING,5,4.96,tablet,free,0,1,Speaking
1729,8,A2,22.4,2.8,55.2,6,7,7,64.2,24.5,8,1,0,0,Listening,3,3.25,mobile,premium,10,0,Speaking
9844,6,A1,6.4,4.1,10.9,4,8,12,38.8,56.0,8,0,2,0,Listening,2,4.58,mobile,premium,2,0,Grammar
11625,10,B2,12.2,2.4,36.4,2,9,7,52.9,38.7,9,3,5,0,Listening,2,4.15,mobile,premium,5,0,Speaking
9353,5,B1,0.0,1.5,2.0,5,10,0,34.1,37.0,7,0,3,0,Writing,4,4.35,mobile,premium,2,1,Listening
3652,5,B1,15.7,4.9,22.5,9,8,16,65.2,65.0,21,4,8,0,Speaking,1,2.98,tablet,family,7,0,Writing
1292,11,A1,9.5,2.2,30.4,0,11,2,52.8,15.7,9,2,0,0,Listening,5,4.56,tablet,premium,2,1,Speaking
11189,12,A1,13.5,2.2,43.3,0,3,6,,28.8,8,0,1,0,Listening,5,,mobile,free,3,0,Grammar
7828,8,A2,0.0,1.0,2.0,0,13,0,36.6,17.6,0,0,0,0,Grammar,4,3.4,mobile,free,0,1,Reading
9484,6,A1,16.2,5.2,22.0,0,5,13,69.4,56.3,15,5,7,0,Speaking,1,4.09,tablet,free,8,0,Reading
1299,9,B1,,2.8,37.5,0,10,7,54.5,39.7,12,2,1,0,Reading,1,4.01,tablet,premium,2,1,Speaking
1986,11,A1,22.5,4.7,33.6,12,3,15,64.8,63.5,27,5,8,0,Writing,2,3.47,tablet,premium,6,0,Grammar
414,6,B1,23.5,3.7,44.5,7,4,15,70.1,56.3,21,6,6,1,Grammar,3,3.86,tablet,free,8,0,Speaking
6029,9,A1,35.2,5.7,43.4,17,0,21,90.5,79.9,30,5,9,0,Speaking,1,3.61,mobile,premium,,0,Grammar
2585,7,B1,30.7,5.3,40.5,14,1,20,78.9,86.9,21,5,9,0,Speaking,1,4.17,mobile,family,9,0,Grammar
6876,7,A1,11.7,4.2,19.7,7,4,6,53.8,44.6,10,2,7,0,Reading,3,3.83,mobile,free,8,0,Grammar
10413,12,A2,1.5,1.3,5.0,6,8,7,41.7,36.5,6,0,3,0,Speaking,1,3.84,mobile,,5,0,Grammar
4571,10,A2,22.0,5.6,27.7,12,6,16,74.2,57.5,36,6,10,0,Writing,3,3.99,mobile,premium,8,0,Speaking
5035,5,B1,21.8,3.2,47.1,8,5,8,67.8,68.5,20,4,10,0,Speaking,3,3.97,mobile,premium,7,0,Writing
11757,5,A1,28.3,7.9,25.1,14,2,17,85.6,80.9,26,7,11,0,Writing,1,5.0,mobile,free,6,0,Speaking
4431,12,A1,12.4,1.4,41.4,4,11,2,70.6,51.6,12,2,5,0,Reading,4,3.65,mobile,free,5,0,Grammar
2746,8,A2,10.8,3.6,21.3,12,5,14,78.8,61.9,13,3,5,0,Writing,1,n/a,mobile,free,2,0,Reading
4176,7,A2,27.5,2.7,72.7,6,7,14,64.4,53.3,17,4,8,0,Reading,1,3.44,mobile,family,6,0,Grammar
4887,10,A2,11.3,1.5,37.7,2,5,2,50.4,43.8,13,2,8,0,Reading,5,3.85,tablet,premium,4,1,Speaking
843,12,A2,15.4,2.6,40.8,9,6,5,49.5,47.1,14,1,4,0,LISTENING,4,3.8,tablet,free,9,0,Grammar
7325,8,A2,21.6,3.9,39.0,5,4,10,66.3,68.5,13,7,6,0,Listening,1,4.05,mobile,premium,1,0,Speaking
7594,10,A1,0.0,0.6,2.0,0,13,0,22.9,0.0,3,0,0,0,Grammar,5,3.83,tablet,free,1,1,Writing
10229,5,A1,11.0,2.2,35.1,2,9,5,51.1,18.0,10,2,3,0,Speaking,4,3.76,tablet,premium,1,1,Speaking
916,8,B1,6.5,0.0,21.5,0,13,0,37.6,13.1,2,0,1,0,Listening,4,3.46,mobile,premium,4,1,Reading
8581,6,B1,26.9,5.8,32.2,10,0,22,71.4,94.0,26,6,7,0,Listening,4,3.79,MOBILE,free,9,0,Grammar
9055,12,B1,18.0,3.3,38.0,7,4,14,62.5,76.4,22,1,4,0,WRITING,5,4.13,mobile,free,8,0,Grammar
624,8,A2,0.0,0.0,2.0,1,10,5,38.6,35.8,0,2,2,0,Listening,5,4.09,TABLET,free,1,1,Grammar
4666,11,A2,22.3,4.4,35.2,7,6,12,73.3,65.5,17,3,8,0,Speaking,3,2.06,tablet,premium,4,0,Grammar
2472,5,B1,17.1,4.4,27.1,5,1,20,79.6,70.5,28,4,4,0,Reading,4,4.36,mobile,free,2,0,Listening
3747,8,A2,12.1,4.1,20.5,15,4,14,63.0,65.9,18,5,8,0,Listening,2,4.88,mobile,premium,0,0,Reading
7387,11,A1,19.2,2.2,62.1,4,6,9,57.1,45.5,17,3,5,0,Listening,5,4.65,mobile,free,9,0,Grammar
2125,10,B1,8.8,1.3,29.2,0,8,7,41.2,18.1,7,1,0,0,Reading,4,4.23,MOBILE,free,1,1,Listening
3617,5,A1,30.5,6.7,31.8,9,3,15,64.7,79.3,22,3,6,0,Writing,2,3.1,mobile,free,4,0,Reading
11823,9,A2,32.6,3.5,65.0,5,7,12,80.0,62.1,19,4,6,0,Listening,4,2.53,mobile,premium,6,0,Speaking
10125,12,A2,,3.6,20.9,0,6,5,46.5,40.3,9,2,5,0,Speaking,1,4.08,mobile,free,0,1,Speaking
10338,5,B1,30.2,5.8,36.7,7,2,16,61.7,70.7,29,6,5,0,Reading,4,4.09,desktop,free,8,0,Grammar
5760,5,A2,18.7,4.2,31.4,9,3,14,63.4,34.3,7,0,7,0,Listening,1,4.17,mobile,premium,9,0,Speaking
176,8,B2,7.6,1.3,25.4,3,13,3,60.7,15.5,4,0,3,0,Grammar,4,4.32,mobile,free,1,0,Listening
11763,6,B1,17.4,4.4,28.0,2,7,14,59.7,58.9,29,4,5,0,Listening,1,4.31,mobile,free,10,0,Grammar
1971,11,A2,7.0,4.2,11.9,0,12,10,38.7,9.0,1,0,2,0,Grammar,1,3.99,tablet,free,2,1,Writing
5243,12,A2,16.2,2.9,39.1,5,6,13,67.8,78.0,18,3,4,1,Listening,5,3.96,mobile,free,9,1,Reading
4916,5,B2,23.1,0.6,77.1,7,7,16,66.6,48.5,20,3,4,0,Writing,3,4.27,tablet,family,1,0,Speaking
9779,10,A2,5.2,0.2,17.5,0,11,2,35.6,28.9,8,0,2,0,Listening,3,4.92,MOBILE,free,6,1,Grammar
5981,9,A2,5.4,2.4,15.9,5,6,10,51.1,52.9,13,0,3,0,Speaking,4,4.06,TABLET,free,2,1,Reading
673,10,A2,5.1,0.0,17.1,0,14,0,31.1,28.8,0,0,1,0,Reading,1,3.99,desktop,family,2,1,Grammar
3112,11,A1,0.0,1.1,2.0,0,8,2,40.9,,3,0,0,0,Listening,3,4.54,tablet,premium,0,1,Speaking
537,8,A1,22.5,2.7,57.6,0,5,12,69.8,57.6,10,3,4,1,Listening,3,4.45,mobile,free,4,0,Reading
1366,5,A1,16.5,3.5,33.2,3,7,4,48.6,44.7,15,2,8,0,Reading,3,4.26,mobile,premium,9,0,Speaking
5190,7,A1,15.7,2.4,44.9,5,5,13,64.3,37.0,16,1,5,0,Speaking,3,2.9,mobile,free,1,0,Speaking
11044,6,A1,9.9,1.9,33.0,5,9,13,53.3,41.7,16,4,3,0,Speaking,4,3.19,mobile,free,6,0,Writing
602,11,A1,23.8,1.3,79.4,6,6,8,52.7,66.2,20,3,5,0,Writing,4,4.06,mobile,premium,3,1,Speaking
1281,10,A2,17.9,3.4,36.6,5,7,14,46.3,66.0,13,3,3,0,Listening,4,4.12,tablet,free,10,0,Reading
4700,5,B1,25.4,5.8,30.6,8,3,14,74.7,63.5,30,6,5,1,Reading,1,2.96,tablet,free,9,0,Reading
589,11,B1,14.5,2.5,41.3,6,3,15,56.9,28.7,22,3,6,0,Speaking,5,3.53,mobile,family,6,0,Writing
6136,6,A2,11.9,2.8,29.2,9,10,7,65.4,43.7,17,0,1,0,Reading,5,5.0,desktop,free,0,0,Listening
4353,9,A2,30.3,5.5,38.8,7,4,22,67.8,62.2,31,6,7,0,Grammar,1,4.63,desktop,free,10,0,Grammar
2969,10,B1,16.5,2.6,44.8,3,7,12,60.1,70.3,17,4,8,0,Speaking,3,3.37,tablet,free,1,0,Speaking
5944,10,A1,12.6,4.6,19.1,9,4,8,48.3,49.5,20,1,10,0,Speaking,4,4.48,tablet,free,6,1,Writing
10314,7,B2,11.0,2.2,35.5,0,7,6,44.5,35.7,12,0,3,0,Reading,1,4.05,mobile,free,,0,Grammar
4094,8,A2,30.2,5.1,41.3,10,3,20,89.8,81.7,33,5,7,0,Grammar,1,5.0,mobile,free,3,0,Reading
10175,12,B1,28.9,5.0,40.2,11,2,22,,71.2,20,4,10,0,Writing,2,4.84,tablet,premium,6,0,Reading
5398,8,A2,18.5,3.9,33.3,7,0,16,88.1,71.4,19,1,7,0,Grammar,2,4.15,mobile,premium,3,0,Grammar
5609,9,A1,29.1,5.6,36.6,7,0,12,75.9,65.5,24,4,7,0,Reading,2,3.78,mobile,family,10,0,Speaking
1527,7,B1,0.0,0.0,2.0,0,10,2,35.8,8.8,5,0,1,0,Reading,3,3.69,mobile,free,2,1,Listening
695,5,A2,4.3,0.0,14.5,0,14,0,50.7,42.2,0,0,0,0,Listening,4,4.3,MOBILE,premium,4,1,Listening
1090,6,A1,27.2,6.2,30.8,12,3,23,93.6,65.4,32,6,7,1,Grammar,3,3.63,mobile,free,8,0,Grammar
411,6,A1,20.8,1.7,69.2,4,6,9,64.9,63.6,15,6,2,0,Grammar,1,2.73,mobile,premium,2,0,Speaking
11004,9,B2,15.2,1.2,50.6,1,6,5,48.8,52.3,8,0,2,0,Speaking,4,2.96,TABLET,premium,1,0,Speaking
3587,8,A1,39.1,8.2,33.6,17,0,24,95.1,92.1,28,7,12,0,Grammar,2,4.36,mobile,premium,10,0,Grammar
554,7,A1,16.7,4.3,27.2,0,6,11,65.7,,17,4,5,0,Listening,5,4.11,mobile,free,5,0,Grammar
622,8,A1,34.8,6.8,35.6,14,0,19,89.3,94.9,17,7,8,0,Listening,4,4.22,tablet,free,1,0,Grammar
2908,12,B1,19.7,3.6,37.9,9,6,12,78.9,53.7,24,4,6,0,Reading,2,4.27,tablet,free,6,0,Writing
7766,10,A2,0.9,1.1,3.0,1,15,2,25.3,23.1,4,1,4,0,Writing,1,3.47,desktop,free,1,1,Writing
4461,5,B2,23.0,2.5,63.2,0,5,10,58.2,56.7,22,3,7,0,Grammar,5,5.0,desktop,free,2,0,Speaking
10603,5,A1,32.2,4.9,45.8,13,1,19,81.9,89.6,24,8,8,1,Speaking,2,3.2,mobile,premium,8,0,Grammar
10538,12,B1,20.5,3.5,41.6,9,4,16,69.4,72.3,16,5,6,0,Speaking,5,3.7,tablet,free,8,0,Writing
8798,6,A1,4.5,0.8,15.1,0,11,1,37.6,10.2,0,0,0,0,Speaking,4,4.32,desktop,free,6,1,Speaking
7936,6,A2,21.5,4.1,36.7,10,8,12,65.3,58.0,10,3,7,0,Listening,1,4.01,mobile,free,8,0,Listening
3554,10,A1,11.8,3.6,22.9,5,12,9,49.6,31.5,21,2,3,0,Listening,5,3.67,DESKTOP,premium,9,1,Grammar
5172,8,A2,7.7,1.8,25.5,0,9,7,46.0,44.7,4,2,0,0,Reading,5,4.01,mobile,free,2,1,Grammar
4815,10,A1,19.1,3.6,36.8,12,2,14,62.6,62.5,26,5,8,0,LISTENING,4,4.86,mobile,premium,1,0,Speaking
8690,10,B1,19.5,5.8,23.3,9,0,14,86.1,,22,8,9,0,LISTENING,1,3.95,mobile,family,3,0,Reading
2915,8,A2,8.3,0.4,27.8,2,12,0,42.2,,13,0,1,0,Speaking,5,4.08,mobile,free,10,1,Listening
8068,9,B1,,5.3,43.2,8,0,19,86.1,76.0,23,4,9,0,Speaking,5,4.2,desktop,family,7,0,Reading
10404,6,A2,24.2,6.3,27.0,12,0,17,77.0,79.2,29,5,9,0,Writing,5,3.2,mobile,family,9,0,Grammar
6931,5,A2,36.8,6.9,37.3,14,0,26,93.0,74.1,40,7,12,1,Reading,1,5.0,tablet,,8,0,Speaking
3377,9,B2,24.9,5.4,32.5,10,2,18,86.7,80.3,20,7,12,0,Grammar,2,3.68,desktop,family,5,0,Reading
10186,7,A1,24.9,4.8,36.4,7,0,15,58.3,75.2,34,5,7,1,Reading,1,4.13,mobile,free,8,0,Reading
4512,9,B1,11.2,0.7,37.5,11,4,10,63.6,45.5,12,3,5,0,Reading,2,3.88,desktop,family,4,0,Writing
9865,10,A2,29.6,4.3,48.4,7,4,14,94.7,59.0,35,6,9,0,Grammar,4,4.51,mobile,free,9,0,Grammar
4770,5,B1,9.3,3.7,17.4,13,5,15,57.6,59.3,15,1,6,0,SPEAKING,4,3.53,mobile,free,6,0,Speaking
1904,6,A2,4.2,0.5,14.1,0,14,3,,31.6,3,0,2,0,Listening,5,3.03,mobile,premium,8,1,Listening
4497,7,A1,3.6,0.0,11.9,0,12,5,47.6,27.5,1,0,0,0,Grammar,5,3.97,mobile,premium,0,1,Writing
7109,7,B1,24.7,3.5,50.1,11,4,14,67.4,82.7,28,4,10,0,Grammar,1,4.32,mobile,free,8,0,Speaking
296,9,B1,9.1,3.6,17.7,1,6,11,50.1,47.3,18,3,6,0,Grammar,3,4.15,MOBILE,family,6,1,Writing
1807,5,B1,20.7,3.4,43.0,9,8,15,64.5,,18,3,1,0,Grammar,3,3.41,tablet,premium,6,0,Speaking
2281,11,A2,21.5,3.3,46.1,3,5,10,76.2,55.0,21,6,4,0,Listening,4,5.0,mobile,free,8,0,Grammar
10929,7,A1,30.9,3.9,55.2,10,1,19,77.9,85.3,29,6,9,1,Speaking,3,4.86,tablet,free,7,0,Speaking
11229,8,B1,8.8,3.6,17.1,0,8,8,52.6,39.9,17,2,4,0,Speaking,3,4.05,mobile,premium,3,1,Listening
2532,11,A1,17.0,2.2,54.2,3,5,10,60.9,48.4,15,4,6,0,Grammar,4,4.28,tablet,family,7,0,Grammar
1110,5,A1,0.0,0.0,2.0,0,14,4,29.3,13.9,0,0,0,0,Grammar,5,4.61,mobile,premium,1,0,Grammar
5641,11,A2,4.7,0.1,15.7,0,9,5,42.9,47.8,0,2,1,0,Speaking,5,3.04,mobile,family,3,1,Writing
8535,8,B1,14.2,3.5,28.6,5,2,7,63.3,35.6,20,1,7,0,Reading,5,3.08,tablet,free,7,0,Writing
2268,10,A1,19.6,6.9,19.8,8,2,20,81.9,61.9,25,5,11,0,Speaking,3,3.92,mobile,free,5,0,Grammar
11888,11,A2,22.6,2.4,64.6,7,6,9,79.8,68.4,12,3,8,0,Listening,2,3.99,mobile,family,10,0,Grammar
2386,12,A1,24.3,5.0,33.8,11,0,19,67.6,64.4,22,7,9,0,Speaking,1,4.27,mobile,premium,7,0,Reading
6086,11,B1,14.2,3.8,26.3,1,5,7,68.5,27.2,6,2,2,0,Grammar,2,2.8,tablet,family,3,0,Writing
7340,9,A1,8.1,0.0,26.8,0,10,4,36.9,7.7,0,0,1,0,Speaking,2,2.73,tablet,premium,8,1,Reading
5069,5,A2,8.0,1.7,26.7,0,10,7,43.3,43.4,17,2,5,0,Writing,4,,mobile,family,1,1,Speaking
4106,8,A1,16.3,2.6,43.1,1,8,10,40.1,64.2,17,5,4,0,Grammar,4,3.29,mobile,free,9,0,Listening
9735,8,B1,5.1,1.0,16.9,0,11,4,40.8,6.1,11,0,0,0,Speaking,3,4.78,mobile,family,3,1,Listening
1638,9,B1,18.3,3.5,37.1,8,7,10,71.1,45.3,26,5,7,0,Writing,2,3.91,mobile,free,5,0,Listening
9536,9,A1,37.8,7.2,36.6,21,3,22,100.0,83.8,34,5,8,0,Grammar,1,3.83,tablet,premium,,0,Grammar
5213,8,A1,0.0,0.0,2.0,0,18,0,20.0,0.0,0,0,0,0,GRAMMAR,2,4.51,mobile,free,0,1,Grammar
1097,11,A2,14.8,0.7,49.2,0,13,7,61.4,40.0,0,0,0,0,Writing,2,,mobile,premium,2,1,Speaking
9181,11,A2,18.0,2.8,45.1,6,6,18,76.8,67.0,22,4,3,0,Listening,3,4.16,mobile,premium,0,1,Speaking
10197,9,A2,18.0,4.4,28.8,7,5,11,62.5,50.7,20,5,8,0,Reading,2,4.07,TABLET,free,6,0,Speaking
2398,7,B1,38.2,8.7,30.7,16,0,22,81.0,87.5,45,7,13,1,Writing,1,4.99,tablet,free,10,0,Writing
192,10,A1,0.0,1.2,2.0,0,9,0,41.8,37.1,0,0,2,0,Reading,5,3.81,mobile,free,9,1,Listening
4278,11,A2,,3.1,66.3,12,5,17,74.8,66.9,26,2,6,0,Speaking,3,4.67,MOBILE,free,3,0,Grammar
8512,5,B2,7.1,2.6,18.7,8,5,16,51.9,49.8,15,2,6,0,Grammar,5,4.11,mobile,family,7,0,Grammar
5310,8,A1,8.4,3.2,18.6,0,8,1,43.7,27.6,6,1,4,0,Speaking,5,4.3,DESKTOP,free,0,0,Speaking
721,6,A1,23.9,4.4,37.6,2,4,12,68.4,58.5,18,6,0,0,Listening,5,n/a,mobile,free,7,1,Listening
9854,6,A2,21.2,4.2,35.1,8,1,13,56.9,45.2,18,7,6,0,Reading,3,4.58,N/A,free,2,0,Listening
4774,12,A2,1.2,1.2,3.9,0,9,3,56.5,42.2,0,1,0,0,Grammar,4,4.06,desktop,premium,1,1,Reading
5908,12,B1,-50,0.7,38.8,0,12,5,61.3,48.1,18,0,2,0,Reading,1,4.11,mobile,family,8,0,Speaking
10837,8,A2,26.8,2.9,65.7,12,5,15,60.8,44.7,19,1,3,1,Grammar,2,3.56,TABLET,free,8,0,Speaking
4123,12,A1,0.0,1.1,2.0,0,8,9,58.1,14.6,0,0,2,0,Reading,5,4.16,mobile,free,5,1,Writing
11087,8,A2,12.2,1.9,40.8,8,9,5,43.6,26.2,6,0,1,0,Listening,5,4.43,mobile,premium,2,1,Speaking
10046,12,A2,10.4,3.3,22.3,11,5,7,44.3,37.4,17,5,2,0,Writing,4,2.75,desktop,premium,9,1,Writing
1932,8,A2,0.1,0.9,2.0,0,8,2,38.8,8.4,0,0,2,0,Grammar,4,3.36,mobile,family,4,1,Grammar
11850,9,unknown,25.3,3.8,46.6,7,5,19,70.3,61.1,27,3,9,0,Listening,5,4.07,mobile,free,8,0,Grammar
10299,11,A1,20.6,4.1,34.9,1,6,8,64.8,54.2,21,4,7,0,Writing,5,4.39,mobile,family,10,0,Reading
9215,12,A1,20.6,3.8,37.8,4,9,9,56.2,57.5,22,1,4,0,Writing,1,4.31,N/A,free,0,0,Speaking
3679,9,A2,16.4,4.1,28.0,7,0,14,51.7,77.1,24,5,8,0,Writing,1,3.36,desktop,premium,9,0,Reading
8460,7,A1,9.1,2.4,26.1,8,4,11,63.5,74.1,16,1,0,0,Grammar,2,3.45,mobile,family,,0,Grammar
9106,5,A2,7.7,1.6,25.7,0,10,12,55.8,74.7,5,2,0,0,Speaking,4,,mobile,premium,5,0,Grammar
4763,5,A1,8.4,2.2,26.1,5,4,6,73.3,64.1,8,5,7,0,SPEAKING,3,4.23,tablet,premium,6,0,Speaking
4064,9,A1,5.8,3.5,11.7,9,3,13,70.7,34.9,14,4,6,0,Speaking,2,2.35,tablet,premium,6,0,Speaking
3480,11,A2,13.8,2.1,45.9,8,7,8,61.3,59.3,18,1,3,0,Listening,1,4.55,mobile,free,3,1,Speaking
1290,9,A1,7.5,2.3,22.4,5,5,6,58.8,29.8,6,0,7,0,Writing,2,4.0,tablet,free,3,1,Grammar
11975,8,unknown,10.8,0.8,36.1,3,10,7,49.0,32.2,12,1,0,0,Listening,1,3.48,mobile,premium,7,0,Speaking
5219,5,A2,19.7,2.8,49.6,9,8,15,59.9,53.4,16,5,6,0,GRAMMAR,3,4.43,mobile,premium,2,1,Speaking
4341,5,B1,4.9,1.6,16.3,0,9,10,56.8,16.8,13,1,3,0,Speaking,4,3.47,mobile,premium,2,1,Listening
6110,9,A1,1.6,0.4,5.3,0,10,1,37.4,31.7,8,1,1,0,Reading,2,3.53,mobile,family,8,1,Grammar
7146,7,A1,0.0,0.2,2.0,0,14,4,38.0,16.7,8,0,2,0,Writing,2,4.24,mobile,premium,4,1,Listening
10624,7,A2,-50,1.5,71.4,1,7,10,,54.8,10,1,7,0,Writing,1,4.08,tablet,premium,8,0,Speaking
6257,9,A2,21.3,2.2,67.5,10,4,10,49.1,58.7,9,2,5,0,Writing,1,3.89,mobile,free,,0,Speaking
5404,9,A1,20.3,5.2,27.6,9,3,16,74.8,90.3,23,5,12,1,Grammar,1,4.22,tablet,free,10,0,Reading
11897,9,B1,14.8,1.5,49.3,1,8,10,,45.5,15,1,4,0,Writing,4,3.33,mobile,free,10,1,Grammar
3686,6,A1,8.0,3.8,14.8,2,7,9,62.5,59.3,12,0,7,0,GRAMMAR,5,4.95,tablet,premium,9,1,Grammar
2571,11,A2,12.7,0.5,42.3,2,9,5,52.3,40.1,12,3,2,0,Writing,4,n/a,mobile,free,8,1,Grammar
887,5,A2,22.1,4.2,36.8,7,2,19,62.9,53.1,12,4,6,0,Writing,1,4.19,desktop,free,9,0,Grammar
7356,9,A2,4.3,0.6,14.4,4,11,9,47.0,29.1,6,0,0,0,Reading,5,n/a,mobile,free,5,1,Listening
7267,11,A2,19.7,4.3,31.8,9,2,12,80.0,52.3,12,3,2,0,Listening,4,4.11,N/A,free,5,0,Reading
2173,12,A2,0.0,0.3,2.0,0,16,1,35.0,26.6,4,0,0,0,Listening,2,3.18,mobile,free,2,1,Reading
11697,10,A1,0.0,2.6,2.0,0,10,2,64.8,49.0,14,0,5,0,Speaking,2,4.38,mobile,premium,2,0,Grammar
5565,5,A1,3.9,1.9,13.0,4,10,2,53.5,16.4,0,0,2,0,Reading,5,3.56,tablet,premium,5,0,Listening
5058,11,A1,15.1,2.9,35.8,7,6,7,60.8,56.2,14,0,7,0,Listening,4,3.38,desktop,premium,10,0,Grammar
6374,10,A1,0.0,2.6,2.0,4,9,7,36.6,,0,0,0,0,Writing,4,3.2,TABLET,family,5,0,Grammar
8107,8,B1,13.0,4.5,20.3,5,7,8,65.5,41.6,19,1,2,0,Reading,5,4.87,TABLET,free,6,0,Grammar
1739,5,A1,19.4,2.3,59.9,0,6,6,53.2,46.0,17,4,3,0,Speaking,5,4.88,tablet,free,9,0,Speaking
2117,12,A2,15.4,3.7,29.2,8,2,18,65.2,79.2,21,5,6,0,Writing,3,4.18,mobile,premium,10,0,Grammar
7896,5,B1,20.0,4.5,31.4,7,6,6,66.0,61.5,21,5,3,0,Speaking,3,4.38,desktop,free,9,0,Writing
836,11,A1,22.8,7.0,22.9,12,0,14,92.9,60.3,19,1,8,0,WRITING,2,3.81,mobile,free,6,0,Reading
7642,11,A2,0.0,0.0,2.0,0,12,0,18.6,2.1,0,0,0,0,Reading,4,3.08,mobile,free,10,1,Grammar
9610,11,A2,7.2,0.8,23.9,0,9,0,40.2,13.8,0,0,1,0,Listening,1,3.56,tablet,premium,8,0,Reading
